id,nombre,categoria,subcategoria,descripcion_corta,descripcion_larga,imagen,tipo_variante,opcion_1,precio_1,opcion_2,precio_2,opcion_3,precio_3,opcion_4,precio_4,opcion_5,precio_5
lino,Lino Marrón,almacen,semillas,,,Lino Marrón Limpio de Primera.jpg,peso,100g,300,200g,600,500g,1500,,,,
girasol,Semillas de Girasol,almacen,semillas,,,Girasol Pelado Limpio G1 - (Premium).png,peso,100g,500,200g,1000,500g,2500,,,,
zapallo,Semillas de Zapallo,almacen,semillas,,,Zapallo Pelada Clasica (A).png,peso,100g,1300,200g,2600,500g,6500,,,,
mixsemilla,Mix de Semillas,almacen,semillas,,,mix-de-semillas.jpg,peso,100g,500,200g,1000,500g,2500,,,,
sesamoB,Sésamo Blanco,almacen,semillas,,,sesamo-blacno-1-1bd4535cd01a0d33e416987641040427-640-0.png,peso,100g,850,200g,1700,500g,4250,,,,
sesamoN,Sésamo Negro,almacen,semillas,,,sesamo-negro.webp,peso,100g,1000,200g,2000,500g,5000,,,,
sesamoI,Sésamo Integral,almacen,semillas,,,sesamo integral.jpg,peso,100g,400,200g,800,500g,2000,,,,
arrozintegral,Arroz Integral Ecológico,almacen,granos y cereales,,,Arroz Integral Ecológico.jpg,peso,250g,580,500g,1160,1kg,2320,,,,
arrozintyamani,Arroz Integral Yamani Ecologico,almacen,granos y cereales,,,Arroz Integral Yamani Ecologico.webp,peso,250g,580,500g,1160,1kg,2320,,,,
arrozlargoint,Arroz Largo Fino Integral,almacen,granos y cereales,,,Arroz Largo Fino Integral.jpg,peso,250g,450,500g,900,1kg,1800,,,,
avenainst,Avena Instantánea,almacen,granos y cereales,,,Avena Instantánea.jpg,peso,250g,600,500g,1200,1kg,2400,,,,
avenamed,Avena TradicionalMediana,almacen,granos y cereales,,,Avena Tradicional Mediana.jpg,peso,250g,600,500g,1200,1kg,2400,,,,
maizpisin,Maíz Pisingallo,almacen,granos y cereales,,,Maiz Pisingallo.jpeg,peso,250g,450,500g,900,1kg,1800,,,,
mijopelado,Mijo Pelado,almacen,granos y cereales,,,mijo.jpg,peso,250g,780,500g,1560,1kg,3120,,,,
quinoaB,Quinoa Blanca,almacen,granos y cereales,,,Quinoa Real Boliviana Prelavada.webp,peso,250g,2550,500g,5100,1kg,10200,,,,
salvadoavena,Salvado De Avena,almacen,granos y cereales,,,Salvado De Avena.jpg,peso,250g,600,500g,1200,1kg,2400,,,,
salvadotrigo,Salvado de Trigo,almacen,granos y cereales,,,salvado de trigo.jpg,peso,250g,300,500g,600,1kg,1200,,,,
germentrigo,Germen de Trigo,almacen,granos y cereales,,,Germen-de-trigo.jpg,peso,250g,550,500g,1100,1kg,2200,,,,
lentejas,Lentejas,almacen,legumbres,,,lentejas.jpg,peso,250g,850,500g,1700,1kg,3400,,,,
garbanzos,Garbanzos,almacen,legumbres,,,Garbanzos.webp,peso,250g,600,500g,1200,1kg,2400,,,,
porotoalu,Poroto Alubia,almacen,legumbres,,,Poroto Alubia.jpg,peso,250g,900,500g,1800,1kg,3600,,,,
porotocolo,Poroto Colorado,almacen,legumbres,,,porotos colorados.jpeg,peso,250g,1000,500g,2000,1kg,4000,,,,
porotosoja,Poroto De Soja,almacen,legumbres,,,Poroto De Soja.jpg,peso,250g,650,500g,1300,1kg,2600,,,,
porotonegro,Poroto Negro,almacen,legumbres,,,porotos negros.jpeg,peso,250g,900,500g,1800,1kg,3600,,,,
sojatexF,Soja Texturizada Fina,almacen,legumbres,,,Soja-Texturizada-Fina.jpg,peso,250g,650,500g,1300,1kg,2600,,,,
azucarI,Azúcar Impalpable,almacen,azúcares y endulzantes,,,azucar-impalpable.webp,peso,250g,450,500g,900,1kg,1800,,,,
azucarM,Azúcar Mascabo Pura,almacen,azúcares y endulzantes,,,Azúcar Mascabo Pura.jpg,peso,250g,900,500g,1800,1kg,3600,,,,
azucarN,Azúcar Negra,almacen,azúcares y endulzantes,,,azucar-negra.jpg,peso,250g,450,500g,900,1kg,1800,,,,
azucarR,Azúcar Rubia,almacen,azúcares y endulzantes,,,azucar rubia.jpg,peso,250g,650,500g,1300,1kg,2600,,,,
gelaSS,Gelatina sin Sabor ,almacen,cocina & repostería,,,Gelatina sin sabor.jpg,peso,100g,2400,200g,4800,,,,,,
gomaX,Goma Xántica,almacen,cocina & repostería,,,goma-xantica.jpg,peso,100g,1600,200g,3200,,,,,,
polvoH,Polvo de Hornear,almacen,cocina & repostería,,,polvo pra hornear.png,peso,100g,700,200g,1400,,,,,,
esteviaP,Estevia en Polvo,almacen,cocina & repostería,,,Stevia en Polvo a Granel.jpg,peso,100g,3400,200g,6800,,,,,,
cocoesc,Coco en Escamas,almacen,cocina & repostería,,,coco en escamas.webp,peso,200g,5200,500g,13000,,,,,,
cocoHF,Coco Rallado High Fat,almacen,cocina & repostería,,,Coco Rallado High Fat (Alto Contenido Graso).jpg,peso,200g,3000,500g,7500,,,,,,
cocoLF,Coco Rallado Low Fat,almacen,cocina & repostería,,,Coco Rallado Low Fat (Bajo Contenido Graso).jpg,peso,200g,2000,500g,5000,,,,,,
salHF,Sal Rosa Himalaya Fina,almacen,cocina & repostería,,,Sal Rosa Himalaya Fina.png,peso,250g,650,500g,1300,,,,,,
salHG,Sal Rosa Himalaya Gruesa,almacen,cocina & repostería,,,Sal Rosa Himalaya Gruesa.png,peso,250g,750,500g,1500,,,,,,
acocoN500,Aceite de Coco Neutro x 500cc (Entre Nuts) - SinTacc,almacen,envasados,,,aceite de coco x 500 neutro.jpeg,unidad,unidad,10500,,,,,,,,
acocoV360,Aceite De Coco Virgenx360 (Entre Nuts) - SinTacc,almacen,envasados,,,Aceite De Coco Virgen x360 (Entre Nuts) - Sin Tacc.png,unidad,unidad,15650,,,,,,,,
aOliva,Aceite de Oliva x1Lt - Pet (Doña Juana),almacen,envasados,,,Aceite de Oliva x1Lt - Pet (Doña Juana).png,unidad,unidad,14400,,,,,,,,
aBalsamico,Aceto Balsamico x500 -Vidrio (Doña Juana),almacen,envasados,,,Aceto Balsamico x500 - Vidrio (Doña Juana).jpg,unidad,unidad,4800,,,,,,,,
caramelos,Caramelos x 20uds,almacen,envasados,,,caramelos.webp,sabor,Miel,1800,Jengibre,1800,Propoleo,1800,Eucaliptus,1800,,
MapsaCuberSA,Chocolate Mapsa Cuber x 500g Semi Amargo,almacen,envasados,,,MapsaCuber-semiamargo-x-500.jpg,unidad,unidad,6500,,,,,,,,
ddlkony,Dulce de Leche con Stevia x 440g KONY,almacen,envasados,,,kony-dulce-de-leche-stevia.webp,unidad,unidad,5650,,,,,,,,
feculafemag,Fécula de Mandioca (Femag) x 1kg (SIN TACC),almacen,envasados,,,,unidad,unidad,2650,,,,,,,,
ghee,Ghee Manteca Clarificada x 300gr (Entre Nuts),almacen,envasados,,,ghee.png,unidad,unidad,14100,,,,,,,,
gomaX50,Goma Xántica x 50g YAMAY,almacen,envasados,,,goma-xantica.jpg,unidad,unidad,3000,,,,,,,,
htrigoS,Harina Trigo Sarraceno Agroecológica - (DonPaisa),almacen,envasados,,,Harina Trigo Sarraceno Agroecológica - (Don Paisa).png,unidad,unidad,4700,,,,,,,,
levex,Levadura Levex x 20g,almacen,envasados,,,levex.webp,unidad,unidad,1200,,,,,,,,
merdurkony,Mermelada de Durazno con Stevia x 360g KONY,almacen,envasados,,,Kony-Mermelada-Durazno.webp,unidad,unidad,4400,,,,,,,,
mieltyan,Miel Tunuyán x 500g,almacen,envasados,,,,unidad,unidad,5000,,,,,,,,
pmanicacao,Pasta De Mani Sin Azucar Cacao X380Gr -(Entre Nuts),almacen,envasados,,,Pasta De Mani Sin Azucar Cacao X380Gr - (Entre Nuts).png,unidad,unidad,3600,,,,,,,,
pmanicoco,Pasta De Mani Sin Azucar Coco X380Gr -(Entre Nuts),almacen,envasados,,,Pasta De Mani Sin Azucar Coco X380Gr - (Entre Nuts).png,unidad,unidad,3600,,,,,,,,
pmaninat,Pasta De Mani Sin Azucar Natural X380Gr -(Entre Nuts),almacen,envasados,,,Pasta De Mani Sin Azucar Natural X380Gr - (Entre Nuts).png,unidad,unidad,3600,,,,,,,,
polvoH50,Polvo Para Hornear x 50g Yamay,almacen,envasados,,,yamay_polvo-para-hornear_.webp,unidad,unidad,850,,,,,,,,
prembiznar,Premezcla Bizcochuelo sabor Naranja x500 - (DelicelSin Tacc),almacen,envasados,,,Premezcla Bizcochuelo sabor Naranja x500 - (Delicel Sin Tacc).png,unidad,unidad,3800,,,,,,,,
premnoq,Premezcla Ñoquis De Papa x500Gr- (Delicel Sin Tacc),almacen,envasados,,,Premezcla Noquis de papa x500gr - (Delicel Sin Tacc).png,unidad,unidad,5650,,,,,,,,
premuni,Premezcla Universalx500Gr - (Delicel SinTacc),almacen,envasados,,,Premezcla Universal x500 - (Delicel Sin Tacc).png,unidad,unidad,3100,,,,,,,,
rebozador,Rebozador x 500Gr - (Delicel Sin Tacc),almacen,envasados,,,rebozador sin tacc.png,unidad,unidad,3600,,,,,,,,
salmarfina,Sal Marina Fina x500Gr -(Macrozen),almacen,envasados,,,Sal Marina Fina x500Gr - (Macrozen).jpg,unidad,unidad,2200,,,,,,,,
spagespi,Spaghetti (Arroz Espinaca) Finos X280Gr- (Party Bech),almacen,envasados,,,Spaghetti (Arroz Espinaca) Finos X280Gr - (Party Bech).jpg,unidad,unidad,3550,,,,,,,,
spagmorr,Spaghetti (ArrozMorron) Finos X280Gr -(Party Bech),almacen,envasados,,,Spaghetti (Arroz Morron) Finos X280Gr - (Party Bech).jpg,unidad,unidad,3550,,,,,,,,
spagnat,Spaghetti (ArrozNatural) Finos X280Gr -(Party Bech),almacen,envasados,,,Spaghetti (Arroz Natural) Finos X280Gr - (Party Bech).jpg,unidad,unidad,3550,,,,,,,,
jualpol220,Stevia En Polvo x 220 Gr Doy Pack - (Jual),almacen,envasados,,,Stevia En Polvo x220Gr Doy Pack - (Jual).jpg,unidad,unidad,11200,,,,,,,,
jualste100,Stevia Liquida x 100Cc - (Jual),almacen,envasados,,,Stevia Liquida x100Cc - (Jual).jpg,unidad,unidad,5200,,,,,,,,
jualste200,Stevia Liquida x200Cc -(Jual),almacen,envasados,,,Stevia Liquida x200Cc - (Jual).jpg,unidad,unidad,7750,,,,,,,,
matcha,Te verde Matcha,almacen,envasados,,,matcha.webp,unidad,unidad,3600,,,,,,,,
